name	term	lev	seq	value
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111136306	0.2446292702047
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111125446	0.346295676372728
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111126391	0.823193803065908
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111104407	2.1080644289846
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111122105	0.659527294596074
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111104164	0.922836363090913
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111123422	0.488263361020023
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111112269	0.522745727401003
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111124079	0.834130267947661
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111135137	-0.0833677907114276
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111119368	0.929259112134218
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111128742	1.77210805642923
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111136505	-0.515144533586279
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111128236	-0.163659334724815
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111133672	-0.732457302593815
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111132573	0.170790991088424
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111100475	-3.7264530679015
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111105213	-5.51647775871204
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111122653	1.67407312865566
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111136684	0.217659827506154
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111131268	0.362439597237762
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111106200	-0.305977669629104
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111123256	-0.399716893452799
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111137527	-2.94041539812241
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111118090	1.02983737649681
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111119277	0.70658642328268
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111119248	-0.532317761113849
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111099882	-0.461430790094183
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111128529	2.33251286048593
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111107103	-0.157250887900107
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111135257	0.13529264681169
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111122164	0.219585512840992
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111127920	0.651887943273706
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111100760	-0.636192230476677
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111135252	0.0626949613663754
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111128544	2.66525331343841
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111102695	-0.395881168426624
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111137832	-0.757252124448236
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111127260	-0.197390235238764
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111124944	0.529473832720779
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111133856	-0.194259489100295
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111100667	0.948711224789005
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111108305	0.159858097615744
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111135700	-2.58569648786431
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111128755	0.032461801150164
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111118161	0.00814242660929721
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111104153	-0.222801409581271
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111105298	2.0107222615469
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111136613	-0.172868506527484
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111117101	-0.293652864856543
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111133973	-3.28262981153036
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111120826	-0.276778442945769
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111120063	-0.0365164708217128
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111119172	-2.13576501569108
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111118247	1.24703447290337
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111108359	0.0339748972290635
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111137450	-0.234166672113774
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111116647	0.276352111336994
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111136967	-0.394477278145744
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111122791	0.0689684014478627
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111133323	1.2198678601173
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111129098	0.479317373488967
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111137219	-0.385992250320402
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111129829	0.0670259908541679
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111115975	-0.400953442062315
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111118698	-1.09359228431726
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111131225	-0.0116152021791456
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111126790	-3.09548051759162
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111135414	0.960469026576374
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111122879	-0.0378655008980802
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111125951	0.905465028328308
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111138040	0.379446301428393
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111132090	0.00277649936580474
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111118503	-0.610297678419229
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111127513	0.474816821463168
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111110723	-0.356264114099929
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111115433	0.418173428036686
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111120591	-0.0185454289376727
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111134368	0.213265034384152
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111126865	-0.317048204544732
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111122117	-0.22789628846319
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111118232	-0.214728609996382
"homeostatic process"	GO:0042592;GO:0065008	3	LOC111118013	1.95918168956954
"DNA metabolic process"	GO:0006259	2	LOC111116273	-3.14989858840947
"DNA metabolic process"	GO:0006259	2	LOC111108930	1.3326853978784
"DNA metabolic process"	GO:0006259	2	LOC111118920	-0.928748769269563
