"","GeneID","log2FoldChange","pvalue","padj","diffexpressed"
"231","MSTRG.17320",5.86833706058454,6.06739136616191e-05,0.00886314640350404,"UP"
"368","LOC111128348",-20.0222111356243,1.92978923359118e-05,0.00392691041467754,"DOWN"
"575","MSTRG.84341",-18.0219956798317,3.44140763497903e-05,0.00587713633935597,"DOWN"
"915","MSTRG.33703",-23.2288460213922,9.6020601053691e-08,0.000112318995395189,"DOWN"
"1081","LOC111135801",-17.8690208769314,7.64307739438279e-06,0.00201220205367708,"DOWN"
"1131","MSTRG.6596",-30,1.26198317673778e-06,0.000560068133836225,"DOWN"
"1246","LOC111131462",-30,3.23743561698662e-06,0.00112583031579074,"DOWN"
"1421","MSTRG.38524",-30,1.0152545383432e-05,0.00245128736954689,"DOWN"
"1736","MSTRG.63404",-21.2207482118297,2.70645843631801e-05,0.00493105558679251,"DOWN"
"1828","MSTRG.84031",-20.6465216562767,6.92485167960889e-05,0.00957540544267344,"DOWN"
"2083","LOC111099801",-19.2947584742344,2.30927736302425e-05,0.00442741907445231,"DOWN"
"2092","MSTRG.10440",-30,3.03086574919332e-06,0.00108495856454278,"DOWN"
"2126","MSTRG.17949",-29.1301101911237,4.94949179929138e-06,0.00148800882809793,"DOWN"
"2678","MSTRG.12380",-30,2.29745334303703e-05,0.00442392679058606,"DOWN"
"2857","LOC111102883",-22.275296496756,2.81833786592494e-09,7.72539565966095e-06,"DOWN"
"2910","MSTRG.79111",-27.6335371750434,5.08138792220302e-07,0.000307516358164596,"DOWN"
"3273","LOC111119450",7.69868179124795,4.89467847730048e-05,0.00770564602580153,"UP"
"3440","LOC111135232",-21.0665187432068,4.92270322946972e-05,0.00772367164276294,"DOWN"
"3561","MSTRG.47963",-29.6771235783541,1.16555286971095e-06,0.000532486256624124,"DOWN"
"3656","MSTRG.2102",-10.2265229771594,5.5635224148555e-05,0.00836305100031778,"DOWN"
"3745","MSTRG.29560",-27.3438235879168,1.03673812742467e-05,0.00249025567009598,"DOWN"
"3962","MSTRG.2692",-21.1112482551869,6.71832496977211e-05,0.00937842043167299,"DOWN"
"4140","MSTRG.79623",-22.5283375181529,9.28290152097215e-06,0.00231322956136781,"DOWN"
"4146","MSTRG.71438",-29.0766407412985,5.73287587634122e-05,0.00846649488482016,"DOWN"
"4452","MSTRG.14832",-30,3.13331146428092e-11,2.92018361848053e-07,"DOWN"
"4631","LOC111119901",-22.1412690474952,1.83591211244357e-06,0.00075709441175007,"DOWN"
"4693","MSTRG.66882",-30,4.10472018274623e-06,0.00132830455413744,"DOWN"
"4793","MSTRG.57139",-20.1263708102989,3.44079161544602e-09,8.43881307832469e-06,"DOWN"
"4976","MSTRG.75031",-30,3.25447868796095e-07,0.000233316080585065,"DOWN"
"5813","MSTRG.10253",-30,8.68727948412722e-08,0.000109410415319147,"DOWN"
"6103","MSTRG.25899",-4.09926128190328,5.45145703667736e-05,0.00827467252287062,"DOWN"
"6424","MSTRG.60684",-22.3553787396942,1.44442936103821e-07,0.000140227007906291,"DOWN"
"6502","MSTRG.55546",-30,4.04430331960077e-07,0.000269229271985823,"DOWN"
"6545","LOC111125215",-30,2.00626602598884e-05,0.00401244594613965,"DOWN"
"6586","MSTRG.10041",-25.3869466169255,5.25235091556796e-05,0.00811976886618022,"DOWN"
"7154","MSTRG.81548",-29.7350054402095,4.60912281979017e-06,0.00142238751178412,"DOWN"
"7558","MSTRG.15380",-7.04151336942833,7.84732946614301e-06,0.0020385025830754,"DOWN"
